Shipment_ID,Origin_Region,Carrier_Name,Cargo_Type,Planned_ETA,Actual_Arrival,Weather_Index,Port_Congestion_Level,Distance_KM
SHP1322,USA,OceanWave,Fragile,23-02-2025,03-03-2025,3,0.26,7713
SHP1323,CN,,Perishable,08-04-2025,14-04-2025,8,0.07,5137
SHP1324,United States,,Standard,31-07-2025,08-08-2025,1,0.71,12261
SHP1325,U.S.,FastLogistics,Hazardous,29-03-2025,03-04-2025,6,0.02,8486
SHP1326,U.S.,FastLogistics,Fragile,12-05-2025,22-05-2025,1,0.13,13258
SHP1327,Germany,GlobalShip,Hazardous,15-03-2025,23-03-2025,4,0.68,7692
SHP1328,Germany,AirFreight_Inc,Perishable,16-07-2025,22-07-2025,99,0.02,10125
SHP1329,DE,FastLogistics,Standard,01-09-2025,03-09-2025,5,0.06,3137
SHP1330,China,FastLogistics,Fragile,29-01-2025,07-02-2025,9,0.21,11579
SHP1331,DE,,Hazardous,17-05-2025,17-05-2025,4,0.17,10364
SHP1332,CN,GlobalShip,Fragile,05-02-2025,10-02-2025,7,0.78,14129
SHP1333,India,FastLogistics,Hazardous,02-01-2025,03-01-2025,99,,7054
SHP1334,United States,GlobalShip,Perishable,15-08-2025,22-08-2025,4,0.89,2429
SHP1335,IN,AirFreight_Inc,Perishable,25-02-2025,28-02-2025,8,0.81,5033
SHP1336,China,FastLogistics,Perishable,24-04-2025,02-05-2025,10,0.99,13023
SHP1337,China,AirFreight_Inc,Perishable,16-09-2025,25-09-2025,1,0.95,10124
SHP1338,IN,AirFreight_Inc,Perishable,01-09-2025,01-09-2025,3,0.64,10383
SHP1339,DE,OceanWave,Hazardous,08-04-2025,17-04-2025,5,0.26,11029
SHP1340,USA,OceanWave,Hazardous,18-09-2025,25-09-2025,7,0.49,5726
SHP1341,Germany,FastLogistics,Hazardous,26-05-2025,25-05-2025,6,0.88,11455
SHP1342,U.S.,OceanWave,Fragile,18-02-2025,19-02-2025,4,0.39,9869
SHP1343,Germany,,Hazardous,17-07-2025,15-07-2025,9,0.34,14769
SHP1344,United States,,Fragile,31-08-2025,30-08-2025,8,0.26,3585
SHP1345,Brazil,FastLogistics,Standard,13-01-2025,11-01-2025,5,0.86,4458
SHP1346,U.S.,FastLogistics,Fragile,02-03-2025,02-03-2025,8,0.67,2399
SHP1347,USA,OceanWave,Hazardous,26-03-2025,04-04-2025,8,0.77,7308
SHP1348,CN,GlobalShip,Hazardous,22-05-2025,01-06-2025,9,0.76,12726
SHP1349,China,,Perishable,26-06-2025,01-07-2025,4,0.89,10093
SHP1350,U.S.,GlobalShip,Fragile,08-06-2025,13-06-2025,2,0.92,9753
SHP1351,Germany,GlobalShip,Standard,21-02-2025,28-02-2025,4,0.48,13191
SHP1352,Brazil,GlobalShip,Standard,23-07-2025,24-07-2025,9,0.82,13487
SHP1353,U.S.,,Fragile,20-06-2025,24-06-2025,8,0.31,5818
SHP1354,India,GlobalShip,Hazardous,04-01-2025,09-01-2025,9,0.41,10928
SHP1355,USA,OceanWave,Perishable,21-02-2025,22-02-2025,7,0.23,2036
SHP1356,India,FastLogistics,Hazardous,23-06-2025,29-06-2025,1,0.24,11222
SHP1357,India,OceanWave,Hazardous,11-05-2025,15-05-2025,10,0.45,1586
SHP1358,U.S.,OceanWave,Hazardous,14-09-2025,18-09-2025,2,0.67,715
SHP1359,CN,FastLogistics,Fragile,21-08-2025,24-08-2025,10,0,1319
SHP1360,Brazil,GlobalShip,Standard,02-07-2025,03-07-2025,9,0.83,7787
SHP1361,IN,OceanWave,Perishable,11-09-2025,16-09-2025,2,0.71,13169
SHP1362,IN,OceanWave,Standard,07-10-2025,05-10-2025,2,0.99,10036
SHP1363,China,AirFreight_Inc,Perishable,16-04-2025,26-04-2025,10,0.22,12622
SHP1364,DE,OceanWave,Fragile,26-09-2025,30-09-2025,2,0.54,5900
SHP1365,Germany,AirFreight_Inc,Standard,17-02-2025,17-02-2025,99,0.61,8078
SHP1366,China,,Standard,15-01-2025,15-01-2025,3,0.06,5348
SHP1367,United States,OceanWave,Standard,07-06-2025,15-06-2025,5,0.82,9474
SHP1368,Brazil,,Fragile,15-01-2025,21-01-2025,10,0.79,828
SHP1369,DE,,Perishable,23-08-2025,30-08-2025,5,0.46,14779
SHP1370,India,FastLogistics,Perishable,04-06-2025,03-06-2025,4,0.7,1141
SHP1371,China,GlobalShip,Perishable,18-01-2025,23-01-2025,4,0.9,2542
SHP1372,India,,Standard,05-06-2025,03-06-2025,2,0.73,14846
SHP1373,IN,GlobalShip,Perishable,01-04-2025,01-04-2025,3,,673
SHP1374,DE,OceanWave,Fragile,07-01-2025,05-01-2025,6,0.54,5355
SHP1375,U.S.,OceanWave,Hazardous,07-10-2025,05-10-2025,10,0.12,5405
SHP1376,Brazil,AirFreight_Inc,Hazardous,26-06-2025,27-06-2025,99,0.37,9979
SHP1377,Germany,FastLogistics,Perishable,05-06-2025,07-06-2025,1,0.82,10620
SHP1378,Germany,,Fragile,08-03-2025,17-03-2025,2,0.41,3538
SHP1379,United States,,Hazardous,21-09-2025,26-09-2025,8,0.6,2463
SHP1380,Germany,OceanWave,Hazardous,04-05-2025,03-05-2025,9,0.16,5903
SHP1381,China,FastLogistics,Perishable,03-06-2025,07-06-2025,7,0.92,13764
SHP1382,China,AirFreight_Inc,Hazardous,18-08-2025,16-08-2025,1,0.49,12761
SHP1383,IN,GlobalShip,Hazardous,20-09-2025,25-09-2025,8,1,6424
SHP1384,United States,OceanWave,Perishable,05-09-2025,12-09-2025,8,0.51,1027
SHP1385,IN,AirFreight_Inc,Perishable,29-05-2025,31-05-2025,3,0.8,7587
SHP1386,USA,GlobalShip,Perishable,02-07-2025,09-07-2025,1,0.84,13031
SHP1387,CN,GlobalShip,Perishable,24-01-2025,30-01-2025,5,0.68,13468
SHP1388,USA,,Fragile,14-10-2025,12-10-2025,4,0.26,10729
SHP1389,Germany,GlobalShip,Standard,02-08-2025,09-08-2025,6,0.34,12311
SHP1390,India,,Standard,21-08-2025,29-08-2025,2,0.11,11151
SHP1391,IN,FastLogistics,Fragile,03-06-2025,13-06-2025,8,0.33,4807
SHP1392,Germany,AirFreight_Inc,Perishable,05-02-2025,09-02-2025,10,0.74,7645
SHP1393,DE,OceanWave,Perishable,16-09-2025,24-09-2025,99,,6514
SHP1394,USA,FastLogistics,Fragile,07-01-2025,14-01-2025,7,0.11,12976
SHP1395,DE,AirFreight_Inc,Perishable,14-08-2025,18-08-2025,10,0.37,11999
SHP1396,U.S.,AirFreight_Inc,Standard,25-09-2025,03-10-2025,99,0.95,6123
SHP1397,CN,GlobalShip,Perishable,04-02-2025,08-02-2025,8,0.48,10135
SHP1398,United States,FastLogistics,Hazardous,05-05-2025,14-05-2025,2,0.06,2938
SHP1399,United States,AirFreight_Inc,Hazardous,17-01-2025,17-01-2025,2,0.17,7060
SHP1400,CN,GlobalShip,Standard,06-09-2025,11-09-2025,10,0.97,5552
SHP1401,United States,,Perishable,11-09-2025,21-09-2025,7,0.93,12250
SHP1402,India,GlobalShip,Standard,04-06-2025,07-06-2025,8,0.26,10573
SHP1403,Germany,AirFreight_Inc,Perishable,03-01-2025,01-01-2025,10,0.2,12283
SHP1404,Germany,AirFreight_Inc,Hazardous,20-01-2025,19-01-2025,9,0.36,7332
SHP1405,USA,,Perishable,21-07-2025,21-07-2025,6,0.14,8668
SHP1406,India,GlobalShip,Hazardous,25-04-2025,23-04-2025,9,0.77,12433
SHP1407,China,GlobalShip,Hazardous,26-08-2025,05-09-2025,2,0.53,11980
SHP1408,IN,OceanWave,Standard,21-07-2025,21-07-2025,5,0.54,8716
SHP1409,China,,Fragile,12-09-2025,20-09-2025,2,0.61,3088
SHP1410,CN,AirFreight_Inc,Fragile,07-09-2025,17-09-2025,6,0.26,7448
SHP1411,IN,,Perishable,24-04-2025,03-05-2025,8,0.06,2761
SHP1412,U.S.,,Standard,10-10-2025,20-10-2025,7,0.98,13823
SHP1413,IN,GlobalShip,Perishable,05-06-2025,05-06-2025,99,0.47,10244
SHP1414,Brazil,FastLogistics,Fragile,24-05-2025,26-05-2025,5,0.02,13854
SHP1415,U.S.,OceanWave,Fragile,22-10-2025,29-10-2025,10,0.09,8417
SHP1416,China,FastLogistics,Perishable,05-10-2025,14-10-2025,10,0.31,6115
SHP1417,United States,GlobalShip,Hazardous,17-02-2025,18-02-2025,4,0.53,13666
SHP1418,CN,,Fragile,17-09-2025,16-09-2025,7,0.28,4867
SHP1419,United States,AirFreight_Inc,Standard,18-06-2025,20-06-2025,3,0.24,2550
SHP1420,U.S.,GlobalShip,Perishable,07-05-2025,09-05-2025,99,0.97,4886
SHP1421,IN,GlobalShip,Perishable,14-09-2025,19-09-2025,3,0.18,11618
SHP1422,United States,,Standard,29-05-2025,07-06-2025,6,0.52,12564
SHP1423,China,AirFreight_Inc,Hazardous,08-05-2025,16-05-2025,6,0.48,10417
SHP1424,China,OceanWave,Fragile,03-04-2025,10-04-2025,6,0.83,13364
SHP1425,Germany,GlobalShip,Perishable,08-01-2025,10-01-2025,1,0.68,4146
SHP1426,U.S.,AirFreight_Inc,Perishable,24-10-2025,02-11-2025,8,0,7020
SHP1427,United States,FastLogistics,Fragile,27-10-2025,31-10-2025,10,0.3,10062
SHP1428,India,,Hazardous,06-03-2025,14-03-2025,5,0.24,3877
SHP1429,Brazil,,Fragile,12-08-2025,15-08-2025,1,0.2,6902
SHP1430,United States,,Standard,15-10-2025,19-10-2025,9,0.8,8115
SHP1431,India,GlobalShip,Hazardous,16-05-2025,24-05-2025,5,0.77,11144
SHP1432,CN,FastLogistics,Hazardous,06-06-2025,04-06-2025,5,0.85,8031
SHP1433,DE,GlobalShip,Standard,21-07-2025,28-07-2025,99,0.43,3488
SHP1434,DE,FastLogistics,Fragile,29-08-2025,01-09-2025,4,0.21,9839
SHP1435,Brazil,,Standard,14-02-2025,16-02-2025,99,0.89,526
SHP1436,India,GlobalShip,Perishable,08-05-2025,13-05-2025,4,0.42,7904
SHP1437,Germany,OceanWave,Perishable,04-04-2025,11-04-2025,1,0.41,1026
SHP1438,India,OceanWave,Hazardous,04-06-2025,03-06-2025,2,0.38,2789
SHP1439,CN,GlobalShip,Perishable,03-02-2025,02-02-2025,99,0.03,14573
SHP1440,U.S.,FastLogistics,Perishable,25-09-2025,28-09-2025,2,0.06,12321
SHP1441,Brazil,AirFreight_Inc,Fragile,09-10-2025,15-10-2025,8,0.73,4418
SHP1442,USA,OceanWave,Standard,15-03-2025,13-03-2025,7,0.59,10039
SHP1443,United States,OceanWave,Hazardous,02-10-2025,08-10-2025,4,0.88,8835
SHP1444,U.S.,FastLogistics,Perishable,03-04-2025,06-04-2025,9,0.24,13448
SHP1445,Germany,FastLogistics,Hazardous,25-04-2025,02-05-2025,10,0.94,9366
SHP1446,Germany,FastLogistics,Perishable,15-08-2025,19-08-2025,2,0.55,6028
SHP1447,CN,OceanWave,Hazardous,16-01-2025,18-01-2025,9,0.99,6113
SHP1448,CN,GlobalShip,Hazardous,02-10-2025,02-10-2025,3,0.87,9713
SHP1449,United States,,Perishable,10-10-2025,14-10-2025,6,0.77,8981
SHP1450,United States,,Perishable,30-09-2025,08-10-2025,9,0.35,8721
SHP1451,China,,Hazardous,30-09-2025,01-10-2025,10,0.85,1993
SHP1452,Brazil,OceanWave,Standard,29-05-2025,07-06-2025,6,0.45,5453
SHP1453,India,FastLogistics,Hazardous,04-07-2025,14-07-2025,2,0.49,7505
SHP1454,DE,OceanWave,Perishable,25-07-2025,30-07-2025,6,0.7,11710
SHP1455,China,,Fragile,07-09-2025,12-09-2025,6,0.88,5250
SHP1456,IN,GlobalShip,Perishable,11-06-2025,12-06-2025,9,0.32,1710
SHP1457,DE,OceanWave,Standard,08-07-2025,16-07-2025,6,0.78,10265
SHP1458,Brazil,GlobalShip,Hazardous,15-05-2025,21-05-2025,8,0.54,4933
SHP1459,IN,OceanWave,Fragile,05-04-2025,04-04-2025,2,0.25,11247
SHP1460,CN,OceanWave,Standard,29-08-2025,08-09-2025,9,0.3,4717
SHP1461,Brazil,OceanWave,Hazardous,17-07-2025,18-07-2025,4,0.29,10881
SHP1462,CN,GlobalShip,Fragile,26-06-2025,05-07-2025,10,0.57,5890
SHP1463,United States,FastLogistics,Fragile,17-04-2025,17-04-2025,10,0.66,12557
SHP1464,USA,FastLogistics,Hazardous,06-02-2025,06-02-2025,4,0.85,9891
SHP1465,Germany,,Fragile,29-04-2025,28-04-2025,10,,5642
SHP1466,United States,OceanWave,Fragile,05-01-2025,10-01-2025,3,0.31,6131
SHP1467,Germany,GlobalShip,Hazardous,24-07-2025,02-08-2025,7,0.2,3030
SHP1468,China,GlobalShip,Standard,04-06-2025,03-06-2025,4,,13899
SHP1469,India,OceanWave,Hazardous,19-01-2025,23-01-2025,2,0.04,14227
SHP1470,IN,OceanWave,Hazardous,03-04-2025,13-04-2025,1,0.17,1360
SHP1471,DE,AirFreight_Inc,Perishable,21-07-2025,27-07-2025,9,0.83,4482
SHP1472,China,OceanWave,Perishable,28-09-2025,29-09-2025,10,,4356
SHP1473,India,OceanWave,Perishable,07-04-2025,17-04-2025,7,0.39,8593
SHP1474,IN,,Perishable,29-09-2025,02-10-2025,1,0.86,8815
SHP1475,Brazil,FastLogistics,Hazardous,10-03-2025,20-03-2025,9,0.28,6566
SHP1476,USA,,Hazardous,09-09-2025,12-09-2025,10,0.24,11364
SHP1477,India,GlobalShip,Perishable,23-07-2025,30-07-2025,3,0.94,5639
SHP1478,China,AirFreight_Inc,Fragile,07-01-2025,16-01-2025,9,0.14,12926
SHP1479,USA,AirFreight_Inc,Standard,16-09-2025,25-09-2025,3,0.53,656
SHP1480,Germany,AirFreight_Inc,Fragile,18-07-2025,26-07-2025,6,0.33,9398
SHP1481,USA,AirFreight_Inc,Standard,24-08-2025,27-08-2025,6,0.43,13853
SHP1482,DE,AirFreight_Inc,Perishable,29-06-2025,04-07-2025,5,0.82,11328
SHP1483,CN,GlobalShip,Perishable,27-02-2025,25-02-2025,6,0.74,2672
SHP1484,Germany,FastLogistics,Fragile,22-09-2025,28-09-2025,4,0.53,879
SHP1485,U.S.,AirFreight_Inc,Perishable,02-01-2025,11-01-2025,9,0.89,3933
SHP1486,Germany,GlobalShip,Hazardous,24-06-2025,28-06-2025,3,,11820
SHP1487,CN,GlobalShip,Fragile,18-04-2025,19-04-2025,4,0.76,6850
SHP1488,Germany,OceanWave,Perishable,29-06-2025,04-07-2025,1,0.48,6676
SHP1489,Germany,AirFreight_Inc,Standard,06-07-2025,05-07-2025,3,0.32,5693
SHP1490,United States,GlobalShip,Perishable,20-06-2025,28-06-2025,2,0.51,14320
SHP1491,CN,AirFreight_Inc,Hazardous,24-01-2025,30-01-2025,2,0.11,14255
SHP1492,DE,,Perishable,06-03-2025,09-03-2025,10,0.22,12315
SHP1493,U.S.,AirFreight_Inc,Standard,28-02-2025,10-03-2025,9,0.15,9151
SHP1494,China,,Hazardous,19-04-2025,24-04-2025,99,0.04,8966
SHP1495,Brazil,,Perishable,23-05-2025,23-05-2025,6,0.58,1462
SHP1496,IN,GlobalShip,Standard,09-01-2025,14-01-2025,2,0.38,10340
SHP1497,U.S.,FastLogistics,Perishable,28-10-2025,29-10-2025,5,,4808
SHP1498,USA,AirFreight_Inc,Standard,05-02-2025,13-02-2025,6,0.66,8702
SHP1499,United States,OceanWave,Standard,14-02-2025,16-02-2025,1,0.65,3737
SHP1500,USA,GlobalShip,Hazardous,10-04-2025,16-04-2025,3,0.9,12125
SHP1501,CN,GlobalShip,Hazardous,21-10-2025,22-10-2025,8,,4193
SHP1502,U.S.,GlobalShip,Standard,10-06-2025,11-06-2025,5,0.15,12762
SHP1503,Brazil,OceanWave,Fragile,06-03-2025,07-03-2025,7,0.31,3063
SHP1504,CN,GlobalShip,Fragile,07-05-2025,08-05-2025,1,0.03,14366
SHP1505,USA,GlobalShip,Hazardous,08-01-2025,18-01-2025,8,0.09,2015
SHP1506,CN,OceanWave,Standard,06-06-2025,04-06-2025,10,0.59,13931
SHP1507,Brazil,AirFreight_Inc,Standard,28-03-2025,04-04-2025,4,0.63,11419
SHP1508,USA,OceanWave,Standard,12-02-2025,21-02-2025,9,0.79,7775
SHP1509,Germany,AirFreight_Inc,Perishable,01-03-2025,06-03-2025,4,0.56,4274
SHP1510,India,OceanWave,Hazardous,22-04-2025,02-05-2025,7,0.84,14337
SHP1511,Brazil,GlobalShip,Perishable,17-01-2025,18-01-2025,9,0.84,2401
SHP1512,USA,,Fragile,03-05-2025,04-05-2025,9,0.17,1974
SHP1513,India,,Standard,03-01-2025,04-01-2025,5,0.88,8907
SHP1514,USA,OceanWave,Fragile,26-04-2025,01-05-2025,6,0.75,11490
SHP1515,United States,FastLogistics,Perishable,19-10-2025,22-10-2025,10,0.06,9017
SHP1516,United States,,Hazardous,20-01-2025,25-01-2025,8,0.38,8380
SHP1517,Brazil,OceanWave,Hazardous,28-10-2025,01-11-2025,10,0.41,1272
SHP1518,China,AirFreight_Inc,Hazardous,13-08-2025,13-08-2025,3,0.99,2188
SHP1519,China,OceanWave,Perishable,21-07-2025,28-07-2025,1,0.82,6268
SHP1520,USA,FastLogistics,Perishable,04-05-2025,02-05-2025,9,0.9,9872
SHP1521,CN,,Fragile,16-01-2025,21-01-2025,6,0.05,14981
SHP1522,CN,FastLogistics,Standard,19-10-2025,21-10-2025,9,0.02,1863
SHP1523,IN,OceanWave,Fragile,14-02-2025,16-02-2025,9,0.8,2560
SHP1524,Brazil,AirFreight_Inc,Perishable,05-04-2025,05-04-2025,9,0.88,11257
SHP1525,Germany,GlobalShip,Hazardous,21-03-2025,19-03-2025,99,0.63,14249
SHP1526,China,OceanWave,Perishable,12-04-2025,14-04-2025,99,0.24,5513
SHP1527,Brazil,AirFreight_Inc,Standard,21-10-2025,24-10-2025,3,0.78,1493
SHP1528,CN,,Perishable,04-06-2025,06-06-2025,7,0.21,3574
SHP1529,United States,FastLogistics,Fragile,27-03-2025,02-04-2025,8,0.75,3475
SHP1530,United States,OceanWave,Fragile,02-02-2025,11-02-2025,1,,1559
SHP1531,China,,Perishable,24-03-2025,22-03-2025,3,0.45,13339
SHP1532,CN,,Fragile,20-09-2025,24-09-2025,5,0.6,8356
SHP1533,India,AirFreight_Inc,Fragile,26-06-2025,05-07-2025,2,0.56,7620
SHP1534,India,GlobalShip,Fragile,29-06-2025,04-07-2025,6,0.56,9296
SHP1535,Germany,,Standard,21-04-2025,27-04-2025,5,0.77,2034
SHP1536,China,FastLogistics,Fragile,26-08-2025,31-08-2025,6,0.04,616
SHP1537,China,FastLogistics,Perishable,27-01-2025,28-01-2025,99,0.38,5559
SHP1538,U.S.,OceanWave,Perishable,19-01-2025,22-01-2025,7,0.81,9729
SHP1539,China,OceanWave,Hazardous,26-04-2025,27-04-2025,1,0.5,11830
SHP1540,USA,FastLogistics,Hazardous,29-01-2025,05-02-2025,6,0.8,3802
SHP1541,IN,,Standard,15-09-2025,24-09-2025,1,0.28,1620
SHP1542,United States,OceanWave,Perishable,26-06-2025,06-07-2025,9,0.28,8381
SHP1543,IN,FastLogistics,Hazardous,30-05-2025,03-06-2025,1,0.02,2158
SHP1544,DE,FastLogistics,Fragile,30-06-2025,07-07-2025,7,0.34,7208
SHP1545,India,AirFreight_Inc,Hazardous,23-02-2025,27-02-2025,9,0.91,8860
SHP1546,DE,OceanWave,Hazardous,24-05-2025,01-06-2025,6,0.81,14129
SHP1547,DE,FastLogistics,Perishable,11-06-2025,18-06-2025,7,0.96,5570
SHP1548,India,GlobalShip,Perishable,01-03-2025,10-03-2025,5,0.24,7734
SHP1549,Germany,OceanWave,Perishable,31-01-2025,09-02-2025,99,0.88,10206
SHP1550,IN,GlobalShip,Perishable,26-01-2025,01-02-2025,2,0.54,1329
SHP1551,DE,OceanWave,Hazardous,14-08-2025,22-08-2025,5,0.17,13522
SHP1552,CN,GlobalShip,Hazardous,22-05-2025,31-05-2025,8,0.83,709
SHP1553,CN,FastLogistics,Standard,22-06-2025,28-06-2025,3,0.11,12257
SHP1554,China,FastLogistics,Standard,05-05-2025,13-05-2025,1,0.25,9999
SHP1555,Brazil,GlobalShip,Perishable,09-10-2025,12-10-2025,6,0.57,13355
SHP1556,USA,OceanWave,Perishable,25-01-2025,02-02-2025,9,0.23,9022
SHP1557,IN,FastLogistics,Hazardous,18-08-2025,26-08-2025,3,0.39,5798
SHP1558,Brazil,FastLogistics,Standard,24-07-2025,02-08-2025,9,0.27,8399
SHP1559,U.S.,,Standard,29-01-2025,08-02-2025,5,0.55,5156
SHP1560,United States,AirFreight_Inc,Standard,25-08-2025,04-09-2025,6,0.46,3543
SHP1561,CN,,Standard,24-04-2025,26-04-2025,9,0.09,5954
SHP1562,CN,,Fragile,18-10-2025,25-10-2025,7,0.91,753
SHP1563,United States,FastLogistics,Perishable,22-10-2025,21-10-2025,5,0.97,11519
SHP1564,United States,OceanWave,Hazardous,18-07-2025,27-07-2025,1,0.91,8221
SHP1565,U.S.,OceanWave,Standard,16-01-2025,17-01-2025,7,0.07,12147
SHP1566,USA,GlobalShip,Hazardous,10-02-2025,13-02-2025,8,0.33,10001
SHP1567,India,GlobalShip,Fragile,10-02-2025,20-02-2025,6,0.9,4086
SHP1568,CN,FastLogistics,Hazardous,23-01-2025,27-01-2025,7,0.25,5415
SHP1569,Brazil,GlobalShip,Perishable,12-08-2025,11-08-2025,5,0.63,3882
SHP1570,Germany,OceanWave,Perishable,19-07-2025,29-07-2025,2,0.41,8521
SHP1571,China,,Standard,08-08-2025,13-08-2025,5,0.74,8450
SHP1572,India,OceanWave,Hazardous,14-08-2025,13-08-2025,1,0.18,4377
SHP1573,CN,,Perishable,16-01-2025,24-01-2025,9,0.49,2377
SHP1574,IN,,Perishable,12-02-2025,14-02-2025,4,0.68,8219
SHP1575,USA,GlobalShip,Standard,17-01-2025,16-01-2025,2,0.07,9226
SHP1576,USA,OceanWave,Fragile,25-01-2025,24-01-2025,9,0.99,4053
SHP1577,DE,FastLogistics,Standard,25-08-2025,03-09-2025,1,0.7,10962
SHP1578,CN,,Hazardous,13-08-2025,23-08-2025,3,0.18,7371
SHP1579,U.S.,AirFreight_Inc,Fragile,21-07-2025,31-07-2025,6,0.21,13301
SHP1580,USA,AirFreight_Inc,Perishable,22-01-2025,30-01-2025,10,0.62,1737
SHP1581,IN,GlobalShip,Hazardous,17-01-2025,21-01-2025,5,0.4,8776
SHP1582,U.S.,OceanWave,Fragile,13-05-2025,16-05-2025,9,0.57,4193
SHP1583,United States,OceanWave,Perishable,27-03-2025,31-03-2025,1,0.21,2752
SHP1584,DE,AirFreight_Inc,Standard,09-05-2025,08-05-2025,10,0.28,14085
SHP1585,USA,FastLogistics,Perishable,03-05-2025,02-05-2025,6,0.49,6428
SHP1586,U.S.,GlobalShip,Fragile,08-10-2025,08-10-2025,10,0.46,10967
SHP1587,CN,AirFreight_Inc,Fragile,14-07-2025,13-07-2025,3,0.26,6937
SHP1588,Germany,AirFreight_Inc,Perishable,01-05-2025,05-05-2025,6,0.82,7406
SHP1589,IN,GlobalShip,Hazardous,22-03-2025,20-03-2025,2,,10622
SHP1590,Brazil,AirFreight_Inc,Standard,06-02-2025,08-02-2025,3,0.07,4907
SHP1591,United States,AirFreight_Inc,Perishable,24-07-2025,01-08-2025,8,0.23,2649
SHP1592,CN,AirFreight_Inc,Standard,07-09-2025,06-09-2025,1,0.13,11325
SHP1593,India,FastLogistics,Hazardous,29-08-2025,05-09-2025,8,0.71,11346
SHP1594,U.S.,FastLogistics,Perishable,14-01-2025,16-01-2025,10,0.59,8445
SHP1595,China,GlobalShip,Perishable,03-10-2025,02-10-2025,5,0.76,1435
SHP1596,CN,FastLogistics,Perishable,12-08-2025,16-08-2025,10,0.59,11792
SHP1597,Brazil,FastLogistics,Standard,19-06-2025,17-06-2025,10,0.58,1320
SHP1598,USA,GlobalShip,Fragile,27-01-2025,03-02-2025,9,0.27,11671
SHP1599,CN,,Standard,17-07-2025,16-07-2025,1,0.51,10512
SHP1600,India,OceanWave,Fragile,02-02-2025,01-02-2025,2,0.14,14056
SHP1601,U.S.,AirFreight_Inc,Standard,12-01-2025,21-01-2025,4,0.26,10320
SHP1602,India,GlobalShip,Standard,13-04-2025,14-04-2025,7,0.5,10494
SHP1603,U.S.,,Fragile,15-02-2025,19-02-2025,9,0.45,5896
SHP1604,Brazil,FastLogistics,Hazardous,27-03-2025,29-03-2025,6,0,6899
SHP1605,China,AirFreight_Inc,Standard,12-03-2025,19-03-2025,9,0.98,8255
SHP1606,DE,GlobalShip,Standard,15-07-2025,18-07-2025,1,0.64,9686
SHP1607,Germany,,Fragile,25-06-2025,03-07-2025,4,0.73,8659
SHP1608,Germany,GlobalShip,Fragile,01-04-2025,04-04-2025,99,0.95,2479
SHP1609,DE,,Perishable,18-03-2025,24-03-2025,8,0.43,6611
SHP1610,IN,GlobalShip,Standard,19-07-2025,27-07-2025,7,0.19,9920
SHP1611,Germany,AirFreight_Inc,Fragile,09-03-2025,12-03-2025,3,0.05,13857
SHP1612,IN,FastLogistics,Perishable,21-10-2025,22-10-2025,1,0.23,5539
SHP1613,U.S.,,Fragile,25-03-2025,26-03-2025,6,0.06,14313
SHP1614,Germany,AirFreight_Inc,Standard,11-09-2025,15-09-2025,9,0.74,6285
SHP1615,U.S.,FastLogistics,Hazardous,10-09-2025,15-09-2025,1,0.87,7805
SHP1616,USA,,Standard,25-09-2025,03-10-2025,6,0.58,12865
SHP1617,CN,FastLogistics,Standard,07-01-2025,10-01-2025,4,0.19,2280
SHP1618,Germany,GlobalShip,Fragile,14-04-2025,22-04-2025,8,0.9,14136
SHP1619,India,OceanWave,Perishable,05-06-2025,08-06-2025,99,0.72,4942
SHP1620,United States,FastLogistics,Fragile,30-09-2025,04-10-2025,6,0.54,6265
SHP1621,DE,GlobalShip,Standard,02-02-2025,01-02-2025,10,0.37,2079
SHP1622,United States,,Standard,07-03-2025,12-03-2025,7,0.22,14629
SHP1623,DE,FastLogistics,Hazardous,28-06-2025,02-07-2025,5,0.78,10423
SHP1624,India,,Fragile,03-09-2025,04-09-2025,8,0.21,2628
SHP1625,China,OceanWave,Fragile,23-02-2025,25-02-2025,2,0.3,11626
SHP1626,U.S.,OceanWave,Hazardous,02-07-2025,01-07-2025,2,0.36,11353
SHP1627,China,FastLogistics,Fragile,05-10-2025,14-10-2025,9,0.89,5635
SHP1628,USA,FastLogistics,Fragile,10-08-2025,14-08-2025,8,0.5,10724
SHP1629,IN,,Standard,16-03-2025,24-03-2025,8,0.34,11225
SHP1630,Brazil,GlobalShip,Fragile,20-05-2025,26-05-2025,6,0.85,13370
SHP1631,U.S.,,Perishable,16-06-2025,25-06-2025,4,0.17,7320
SHP1632,USA,OceanWave,Fragile,18-01-2025,23-01-2025,2,0.44,915
SHP1633,IN,OceanWave,Fragile,06-03-2025,08-03-2025,9,,4122
SHP1634,India,,Standard,21-10-2025,24-10-2025,9,0.22,4420
SHP1635,U.S.,OceanWave,Hazardous,22-04-2025,30-04-2025,5,0.64,12759
SHP1636,Germany,OceanWave,Hazardous,16-04-2025,15-04-2025,2,0.4,2441
SHP1637,U.S.,OceanWave,Fragile,03-07-2025,10-07-2025,2,0.09,11987
SHP1638,Germany,FastLogistics,Standard,19-08-2025,18-08-2025,5,0.84,13605
SHP1639,IN,GlobalShip,Standard,15-10-2025,15-10-2025,8,0.66,10275
SHP1640,India,,Perishable,04-06-2025,11-06-2025,1,0.48,5287
SHP1641,India,OceanWave,Fragile,14-03-2025,18-03-2025,9,0.17,3435
SHP1642,DE,AirFreight_Inc,Standard,31-01-2025,29-01-2025,5,,12738
SHP1643,India,OceanWave,Hazardous,13-06-2025,21-06-2025,4,0.52,11638
